team_name,team,mascot,league,resource,resource_path
Cincinnati Bearcats,Cincinnati,Bearcats,ncaaf,team://ncaa_football/cincinnati_bearcats,/ncaa_football/cincinnati_bearcats
Cincinnati University of Cincinnati,Cincinnati University of Cincinnati,,ncaaf,team://ncaa_football/cincinnati_university_of_cincinnati,/ncaa_football/cincinnati_university_of_cincinnati
Claremont MS,Claremont MS,,ncaaf,team://ncaa_football/claremont_ms,/ncaa_football/claremont_ms
Clarion Golden Eagles,Clarion,Golden Eagles,ncaaf,team://ncaa_football/clarion_golden_eagles,/ncaa_football/clarion_golden_eagles
Clark Atlanta Panthers,Clark Atlanta,Panthers,ncaaf,team://ncaa_football/clark_atlanta_panthers,/ncaa_football/clark_atlanta_panthers
Clemson Tigers,Clemson,,ncaaf,team://ncaa_football/clemson_tigers,/ncaa_football/clemson_tigers
Coastal Carolina Chanticleers,Coastal Carolina,Chanticleers,ncaaf,team://ncaa_football/coastal_carolina_chanticleers,/ncaa_football/coastal_carolina_chanticleers
Coe College Kohawks,Coe College,Kohawks,ncaaf,team://ncaa_football/coe_college_kohawks,/ncaa_football/coe_college_kohawks
Colby White Mules,Colby,White Mules,ncaaf,team://ncaa_football/colby_white_mules,/ncaa_football/colby_white_mules
Colgate Raiders,Colgate,Raiders,ncaaf,team://ncaa_football/colgate_raiders,/ncaa_football/colgate_raiders
Colorado Buffaloes,Colorado,Buffaloes,ncaaf,team://ncaa_football/colorado_buffaloes,/ncaa_football/colorado_buffaloes
Colorado College Tigers,Colorado College,Tigers,ncaaf,team://ncaa_football/colorado_college_tigers,/ncaa_football/colorado_college_tigers
Colorado Mines Orediggers,Colorado Mines,Orediggers,ncaaf,team://ncaa_football/colorado_mines_orediggers,/ncaa_football/colorado_mines_orediggers
Colorado St Rams,Colorado St,Rams,ncaaf,team://ncaa_football/colorado_st_rams,/ncaa_football/colorado_st_rams
Columbia Lions,Columbia,Lions,ncaaf,team://ncaa_football/columbia_lions,/ncaa_football/columbia_lions
Concordia AL Hornets,Concordia AL,Hornets,ncaaf,team://ncaa_football/concordia_al_hornets,/ncaa_football/concordia_al_hornets
Concordia Chicago Cougars,Concordia Chicago,Cougars,ncaaf,team://ncaa_football/concordia_chicago_cougars,/ncaa_football/concordia_chicago_cougars
Concordia MN Cobbers,Concordia MN,Cobbers,ncaaf,team://ncaa_football/concordia_mn_cobbers,/ncaa_football/concordia_mn_cobbers
Concordia NE,Concordia NE,,ncaaf,team://ncaa_football/concordia_ne,/ncaa_football/concordia_ne
Concordia St Pl Golden Bears,Concordia St Pl,Golden Bears,ncaaf,team://ncaa_football/concordia_st_pl_golden_bears,/ncaa_football/concordia_st_pl_golden_bears
Concordia WI Falcons,Concordia WI,Falcons,ncaaf,team://ncaa_football/concordia_wi_falcons,/ncaa_football/concordia_wi_falcons
Concord University,Concord University,,ncaaf,team://ncaa_football/concord_university,/ncaa_football/concord_university
Connecticut Huskies,Connecticut,Huskies,ncaaf,team://ncaa_football/connecticut_huskies,/ncaa_football/connecticut_huskies
Cornell Big Red,Cornell,Big Red,ncaaf,team://ncaa_football/cornell_big_red,/ncaa_football/cornell_big_red
Cornell College Rams,Cornell College,Rams,ncaaf,team://ncaa_football/cornell_college_rams,/ncaa_football/cornell_college_rams
Cortland St,Cortland St,,ncaaf,team://ncaa_football/cortland_st,/ncaa_football/cortland_st
Crown,Crown,,ncaaf,team://ncaa_football/crown,/ncaa_football/crown
CSU Thunderwolves,CSU,Thunderwolves,ncaaf,team://ncaa_football/csu_thunderwolves,/ncaa_football/csu_thunderwolves
Culver Stockton Wildcats,Culver Stockton,Wildcats,ncaaf,team://ncaa_football/culver_stockton_wildcats,/ncaa_football/culver_stockton_wildcats
Cumberland KY Patriots,Cumberland KY,Patriots,ncaaf,team://ncaa_football/cumberland_ky_patriots,/ncaa_football/cumberland_ky_patriots
Cumberland TN Bulldogs,Cumberland TN,Bulldogs,ncaaf,team://ncaa_football/cumberland_tn_bulldogs,/ncaa_football/cumberland_tn_bulldogs
Curry Colonels,Curry,Colonels,ncaaf,team://ncaa_football/curry_colonels,/ncaa_football/curry_colonels
Dakota St Trojans,Dakota St,Trojans,ncaaf,team://ncaa_football/dakota_st_trojans,/ncaa_football/dakota_st_trojans
Dakota Wesleyan Tigers,Dakota Wesleyan,Tigers,ncaaf,team://ncaa_football/dakota_wesleyan_tigers,/ncaa_football/dakota_wesleyan_tigers
Dana Vikings,Dana,Vikings,ncaaf,team://ncaa_football/dana_vikings,/ncaa_football/dana_vikings
Dartmouth Big Green,Dartmouth,Big Green,ncaaf,team://ncaa_football/dartmouth_big_green,/ncaa_football/dartmouth_big_green
Davidson Wildcats,Davidson,Wildcats,ncaaf,team://ncaa_football/davidson_wildcats,/ncaa_football/davidson_wildcats
Dayton Flyers,Dayton,Flyers,ncaaf,team://ncaa_football/dayton_flyers,/ncaa_football/dayton_flyers
Defiance Yellow Jackets,Defiance,Yellow Jackets,ncaaf,team://ncaa_football/defiance_yellow_jackets,/ncaa_football/defiance_yellow_jackets
Delaware Blue Hens,Delaware,Blue Hens,ncaaf,team://ncaa_football/delaware_blue_hens,/ncaa_football/delaware_blue_hens
Delaware St Hornets,Delaware St,Hornets,ncaaf,team://ncaa_football/delaware_st_hornets,/ncaa_football/delaware_st_hornets
Delaware Valley Aggies,Delaware Valley,Aggies,ncaaf,team://ncaa_football/delaware_valley_aggies,/ncaa_football/delaware_valley_aggies
Delta St Statesmen,Delta St,Statesmen,ncaaf,team://ncaa_football/delta_st_statesmen,/ncaa_football/delta_st_statesmen
Denison,Denison,,ncaaf,team://ncaa_football/denison,/ncaa_football/denison
Denison Big Red,Denison,Big Red,ncaaf,team://ncaa_football/denison_big_red,/ncaa_football/denison_big_red
Depauw Tigers,Depauw,Tigers,ncaaf,team://ncaa_football/depauw_tigers,/ncaa_football/depauw_tigers
Dickinson PA Red Devils,Dickinson,Red Devils,ncaaf,team://ncaa_football/dickinson_pa_red_devils,/ncaa_football/dickinson_pa_red_devils
Dickinson St Blue Hawks,Dickinson,Blue Hawks,ncaaf,team://ncaa_football/dickinson_st_blue_hawks,/ncaa_football/dickinson_st_blue_hawks
Dixie State Red Storm,Dixie,Red Storm,ncaaf,team://ncaa_football/dixie_state_red_storm,/ncaa_football/dixie_state_red_storm
Doane Tigers,Doane,Tigers,ncaaf,team://ncaa_football/doane_tigers,/ncaa_football/doane_tigers
Drake Bulldogs,Drake,Bulldogs,ncaaf,team://ncaa_football/drake_bulldogs,/ncaa_football/drake_bulldogs
Dubuque Spartans,Dubuque,Spartans,ncaaf,team://ncaa_football/dubuque_spartans,/ncaa_football/dubuque_spartans
Duke Blue Devils,Duke,Blue Devils,ncaaf,team://ncaa_football/duke_blue_devils,/ncaa_football/duke_blue_devils
Duquesne Dukes,Duquesne,Dukes,ncaaf,team://ncaa_football/duquesne_dukes,/ncaa_football/duquesne_dukes
Earlham Hustlin' Quakers,Earlham,Hustlin' Quakers,ncaaf,team://ncaa_football/earlham_hustlin_quakers,/ncaa_football/earlham_hustlin_quakers
East,East,,ncaaf,team://ncaa_football/east,/ncaa_football/east
East Carolina Pirates,East Carolina,Pirates,ncaaf,team://ncaa_football/east_carolina_pirates,/ncaa_football/east_carolina_pirates
East Central OK Tigers,East Central OK,Tigers,ncaaf,team://ncaa_football/east_central_ok_tigers,/ncaa_football/east_central_ok_tigers
Eastern Illinois Panthers,Eastern Illinois,Panthers,ncaaf,team://ncaa_football/eastern_illinois_panthers,/ncaa_football/eastern_illinois_panthers
Eastern Kentucky Colonels,Eastern Kentucky,Colonels,ncaaf,team://ncaa_football/eastern_kentucky_colonels,/ncaa_football/eastern_kentucky_colonels
Eastern Michigan Eagles,Eastern Michigan,Eagles,ncaaf,team://ncaa_football/eastern_michigan_eagles,/ncaa_football/eastern_michigan_eagles
Eastern New Mexico Zias,Eastern New Mexico,Zias,ncaaf,team://ncaa_football/eastern_new_mexico_zias,/ncaa_football/eastern_new_mexico_zias
Eastern Oregon Mountaineers,Eastern Oregon ,Mountaineers,ncaaf,team://ncaa_football/eastern_oregon_mountaineers,/ncaa_football/eastern_oregon_mountaineers
Eastern Washington Eagles,Eastern Washington,Eagles,ncaaf,team://ncaa_football/eastern_washington_eagles,/ncaa_football/eastern_washington_eagles
East Stroudsbrg Warriors,East Stroudsbrg,Warriors,ncaaf,team://ncaa_football/east_stroudsbrg_warriors,/ncaa_football/east_stroudsbrg_warriors
East Texas Baptist Tigers,East Texas Baptist,Tigers,ncaaf,team://ncaa_football/east_texas_baptist_tigers,/ncaa_football/east_texas_baptist_tigers
Edinboro Scots,Edinboro,Scots,ncaaf,team://ncaa_football/edinboro_scots,/ncaa_football/edinboro_scots
Edward Waters,Edward Waters,,ncaaf,team://ncaa_football/edward_waters,/ncaa_football/edward_waters
Edward Waters Tigers,Edward Waters,Tigers,ncaaf,team://ncaa_football/edward_waters_tigers,/ncaa_football/edward_waters_tigers
Elizabeth City Vikings,Elizabeth City,Vikings,ncaaf,team://ncaa_football/elizabeth_city_vikings,/ncaa_football/elizabeth_city_vikings
Elmhurst Bluejays,Elmhurst,Bluejays,ncaaf,team://ncaa_football/elmhurst_bluejays,/ncaa_football/elmhurst_bluejays
Elon University Phoenix,Elon University,Phoenix,ncaaf,team://ncaa_football/elon_university_phoenix,/ncaa_football/elon_university_phoenix
Emory & Henry Wasps,Emory & Henry,Wasps,ncaaf,team://ncaa_football/emory_henry_wasps,/ncaa_football/emory_henry_wasps
Emporia St Hornets,Emporia St,Hornets,ncaaf,team://ncaa_football/emporia_st_hornets,/ncaa_football/emporia_st_hornets
Endicott,Endicott,,ncaaf,team://ncaa_football/endicott,/ncaa_football/endicott
Eureka Red Devils,Eureka,Red Devils,ncaaf,team://ncaa_football/eureka_red_devils,/ncaa_football/eureka_red_devils
Fairmont St Falcons,Fairmont St,Falcons,ncaaf,team://ncaa_football/fairmont_st_falcons,/ncaa_football/fairmont_st_falcons
Faulkner Eagles,Faulkner,Eagles,ncaaf,team://ncaa_football/faulkner_eagles,/ncaa_football/faulkner_eagles
Fayetteville St Broncos,Fayetteville St,Broncos,ncaaf,team://ncaa_football/fayetteville_st_broncos,/ncaa_football/fayetteville_st_broncos
FDU Devils,FDU,Devils,ncaaf,team://ncaa_football/fdu_devils,/ncaa_football/fdu_devils
Ferris St Bulldogs,Ferris St,Bulldogs,ncaaf,team://ncaa_football/ferris_st_bulldogs,/ncaa_football/ferris_st_bulldogs
Ferrum Panthers,Ferrum,Panthers,ncaaf,team://ncaa_football/ferrum_panthers,/ncaa_football/ferrum_panthers
Findlay,Findlay,,ncaaf,team://ncaa_football/findlay,/ncaa_football/findlay
Fitchburg St Falcons,Fitchburg St,Falcons,ncaaf,team://ncaa_football/fitchburg_st_falcons,/ncaa_football/fitchburg_st_falcons
FIU Golden Panthers,FIU,Golden Panthers,ncaaf,team://ncaa_football/fiu_golden_panthers,/ncaa_football/fiu_golden_panthers
Florida A&M Rattlers,Florida A&M,Rattlers,ncaaf,team://ncaa_football/florida_am_rattlers,/ncaa_football/florida_am_rattlers
Florida Atlantic Blue Wave,Florida Atlantic,Blue Wave,ncaaf,team://ncaa_football/florida_atlantic_blue_wave,/ncaa_football/florida_atlantic_blue_wave
Florida Gators,Florida,Gators,ncaaf,team://ncaa_football/florida_gators,/ncaa_football/florida_gators
Florida St Seminoles,Florida St,Seminoles,ncaaf,team://ncaa_football/florida_st_seminoles,/ncaa_football/florida_st_seminoles
Fordham Rams,Fordham,Rams,ncaaf,team://ncaa_football/fordham_rams,/ncaa_football/fordham_rams
Fort Hays St Tigers,Fort Hays St,Tigers,ncaaf,team://ncaa_football/fort_hays_st_tigers,/ncaa_football/fort_hays_st_tigers
Fort Lewis,Fort Lewis,,ncaaf,team://ncaa_football/fort_lewis,/ncaa_football/fort_lewis
Fort Lewis Skyhawks,Fort Lewis,Skyhawks,ncaaf,team://ncaa_football/fort_lewis_skyhawks,/ncaa_football/fort_lewis_skyhawks
Fort Valley St Wildcats,Fort Valley St,Wildcats,ncaaf,team://ncaa_football/fort_valley_st_wildcats,/ncaa_football/fort_valley_st_wildcats
Framingham St,Framingham St,,ncaaf,team://ncaa_football/framingham_st,/ncaa_football/framingham_st
Franklin,Franklin,,ncaaf,team://ncaa_football/franklin,/ncaa_football/franklin
Franklin & Marshall Diplomats,Franklin & Marshall,Diplomats,ncaaf,team://ncaa_football/franklin_marshall_diplomats,/ncaa_football/franklin_marshall_diplomats
Fresno St Bulldogs,Fresno St,Bulldogs,ncaaf,team://ncaa_football/fresno_st_bulldogs,/ncaa_football/fresno_st_bulldogs
Frostburg St,Frostburg St,,ncaaf,team://ncaa_football/frostburg_st,/ncaa_football/frostburg_st
Furman Paladins,Furman,Paladins,ncaaf,team://ncaa_football/furman_paladins,/ncaa_football/furman_paladins
Gallaudet Bison,Gallaudet,Bison,ncaaf,team://ncaa_football/gallaudet_bison,/ncaa_football/gallaudet_bison
Gannon Golden Knights,Gannon,Golden Knights,ncaaf,team://ncaa_football/gannon_golden_knights,/ncaa_football/gannon_golden_knights
Gardner-Webb University Runnin' Bulldogs,Gardner-Webb University,Runnin' Bulldogs,ncaaf,team://ncaa_football/gardner_webb_university_runnin_bulldogs,/ncaa_football/gardner_webb_university_runnin_bulldogs
Geneva Golden Tornadoes,Geneva,Golden Tornadoes,ncaaf,team://ncaa_football/geneva_golden_tornadoes,/ncaa_football/geneva_golden_tornadoes
George Mason University,George Mason University,,ncaaf,team://ncaa_football/george_mason_university,/ncaa_football/george_mason_university
Georgetown Hoyas,Georgetown,Hoyas,ncaaf,team://ncaa_football/georgetown_hoyas,/ncaa_football/georgetown_hoyas
Georgetown KY Tigers,Georgetown KY,Tigers,ncaaf,team://ncaa_football/georgetown_ky_tigers,/ncaa_football/georgetown_ky_tigers
Georgia Bulldogs,Georgia,Bulldogs,ncaaf,team://ncaa_football/georgia_bulldogs,/ncaa_football/georgia_bulldogs
Georgia Southern Eagles,Georgia Southern,Eagles,ncaaf,team://ncaa_football/georgia_southern_eagles,/ncaa_football/georgia_southern_eagles
Georgia Tech Yellow Jackets,Georgia Tech,Yellow Jackets,ncaaf,team://ncaa_football/georgia_tech_yellow_jackets,/ncaa_football/georgia_tech_yellow_jackets
Gettysburg Bullets,Gettysburg,Bullets,ncaaf,team://ncaa_football/gettysburg_bullets,/ncaa_football/gettysburg_bullets
Glenville St Pioneers,Glenville St,Pioneers,ncaaf,team://ncaa_football/glenville_st_pioneers,/ncaa_football/glenville_st_pioneers
Grambling Tigers,Grambling,Tigers,ncaaf,team://ncaa_football/grambling_tigers,/ncaa_football/grambling_tigers
Grand Valley St Lakers,Grand Valley St,Lakers,ncaaf,team://ncaa_football/grand_valley_st_lakers,/ncaa_football/grand_valley_st_lakers
Grand View Vikings,Grand View,Vikings,ncaaf,team://ncaa_football/grand_view_vikings,/ncaa_football/grand_view_vikings
Greensboro Pride,Greensboro,Pride,ncaaf,team://ncaa_football/greensboro_pride,/ncaa_football/greensboro_pride
Greenville Panthers,Greenville,Panthers,ncaaf,team://ncaa_football/greenville_panthers,/ncaa_football/greenville_panthers
Grinnell Pioneers,Grinnell,Pioneers,ncaaf,team://ncaa_football/grinnell_pioneers,/ncaa_football/grinnell_pioneers
Grove City Wolverines,Grove City,Wolverines,ncaaf,team://ncaa_football/grove_city_wolverines,/ncaa_football/grove_city_wolverines
Guilford Quakers,Guilford,Quakers,ncaaf,team://ncaa_football/guilford_quakers,/ncaa_football/guilford_quakers
Gustavus Adolphus Golden Gusties,Gustavus Adolphus,Golden Gusties,ncaaf,team://ncaa_football/gustavus_adolphus_golden_gusties,/ncaa_football/gustavus_adolphus_golden_gusties
Hamilton Continentals,Hamilton,Continentals,ncaaf,team://ncaa_football/hamilton_continentals,/ncaa_football/hamilton_continentals
Hamline Pipers,Hamline,Pipers,ncaaf,team://ncaa_football/hamline_pipers,/ncaa_football/hamline_pipers
Hampden Sydney Tigers,Hampden Sydney,Tigers,ncaaf,team://ncaa_football/hampden_sydney_tigers,/ncaa_football/hampden_sydney_tigers
Hampton Pirates,Hampton,Pirates,ncaaf,team://ncaa_football/hampton_pirates,/ncaa_football/hampton_pirates
Hanover Panthers,Hanover,Panthers,ncaaf,team://ncaa_football/hanover_panthers,/ncaa_football/hanover_panthers
Harding Bison,Harding,Bison,ncaaf,team://ncaa_football/harding_bison,/ncaa_football/harding_bison
Hardin Simmons Cowboys,Hardin Simmons,Cowboys,ncaaf,team://ncaa_football/hardin_simmons_cowboys,/ncaa_football/hardin_simmons_cowboys
Hartwick Hawks,Hartwick,Hawks,ncaaf,team://ncaa_football/hartwick_hawks,/ncaa_football/hartwick_hawks
Harvard Crimson,Harvard,Crimson,ncaaf,team://ncaa_football/harvard_crimson,/ncaa_football/harvard_crimson
Haskell Indian,Haskell,Indian,ncaaf,team://ncaa_football/haskell_indian,/ncaa_football/haskell_indian
Hastings Broncos,Hastings,Broncos,ncaaf,team://ncaa_football/hastings_broncos,/ncaa_football/hastings_broncos
Hawaii Warriors,Hawaii,Warriors,ncaaf,team://ncaa_football/hawaii_warriors,/ncaa_football/hawaii_warriors
Heidelberg Student Princes,Heidelberg,Student Princes,ncaaf,team://ncaa_football/heidelberg_student_princes,/ncaa_football/heidelberg_student_princes
Henderson St Reddies,Henderson St,Reddies,ncaaf,team://ncaa_football/henderson_st_reddies,/ncaa_football/henderson_st_reddies
Hillsdale Chargers,Hillsdale,Chargers,ncaaf,team://ncaa_football/hillsdale_chargers,/ncaa_football/hillsdale_chargers
Hiram Terriers,Hiram,Terriers,ncaaf,team://ncaa_football/hiram_terriers,/ncaa_football/hiram_terriers
Hobart Statesmen,Hobart,Statesmen,ncaaf,team://ncaa_football/hobart_statesmen,/ncaa_football/hobart_statesmen
Hofstra Flying Dutchmen,Hofstra,Flying Dutchmen,ncaaf,team://ncaa_football/hofstra_flying_dutchmen,/ncaa_football/hofstra_flying_dutchmen
Holy Cross Saints,Holy Cross,Saints,ncaaf,team://ncaa_football/holy_cross_saints,/ncaa_football/holy_cross_saints
Hope College Flying Dutchmen,Hope College,Flying Dutchmen,ncaaf,team://ncaa_football/hope_college_flying_dutchmen,/ncaa_football/hope_college_flying_dutchmen
Houston Cougars,Houston,Cougars,ncaaf,team://ncaa_football/houston_cougars,/ncaa_football/houston_cougars
Howard Bison,Howard,Bison,ncaaf,team://ncaa_football/howard_bison,/ncaa_football/howard_bison
Howard Payne,Howard Payne,,ncaaf,team://ncaa_football/howard_payne,/ncaa_football/howard_payne
Howard Payne Yellow Jackets,Howard Payne,Yellow Jackets,ncaaf,team://ncaa_football/howard_payne_yellow_jackets,/ncaa_football/howard_payne_yellow_jackets
Humboldt St Lumberjacks,Humboldt St,Lumberjacks,ncaaf,team://ncaa_football/humboldt_st_lumberjacks,/ncaa_football/humboldt_st_lumberjacks
Huntingdon Hawks,Huntingdon,Hawks,ncaaf,team://ncaa_football/huntingdon_hawks,/ncaa_football/huntingdon_hawks
Huron,Huron,,ncaaf,team://ncaa_football/huron,/ncaa_football/huron
Husson Eagles,Husson,Eagles,ncaaf,team://ncaa_football/husson_eagles,/ncaa_football/husson_eagles
Idaho St Bengals,Idaho St,Bengals,ncaaf,team://ncaa_football/idaho_st_bengals,/ncaa_football/idaho_st_bengals
Idaho Vandals,Idaho,Vandals,ncaaf,team://ncaa_football/idaho_vandals,/ncaa_football/idaho_vandals
Illinois College Blueboys,Illinois College,Blueboys,ncaaf,team://ncaa_football/illinois_college_blueboys,/ncaa_football/illinois_college_blueboys
Illinois Illini,Illinois,Illini,ncaaf,team://ncaa_football/illinois_illini,/ncaa_football/illinois_illini
Illinois St Redbirds,Illinois St,Redbirds,ncaaf,team://ncaa_football/illinois_st_redbirds,/ncaa_football/illinois_st_redbirds
Illinois Wesleyan Titans,Illinois Wesleyan,Titans,ncaaf,team://ncaa_football/illinois_wesleyan_titans,/ncaa_football/illinois_wesleyan_titans
Indiana Hoosiers,Indiana,Hoosiers,ncaaf,team://ncaa_football/indiana_hoosiers,/ncaa_football/indiana_hoosiers
Indiana PA Crimson Hawks,Indiana PA,Crimson Hawks,ncaaf,team://ncaa_football/indiana_pa_crimson_hawks,/ncaa_football/indiana_pa_crimson_hawks
Indianapolis Greyhounds,Indianapolis,Greyhounds,ncaaf,team://ncaa_football/indianapolis_greyhounds,/ncaa_football/indianapolis_greyhounds
Indiana St Sycamores,Indiana St,Sycamores,ncaaf,team://ncaa_football/indiana_st_sycamores,/ncaa_football/indiana_st_sycamores
Iona Gaels,Iona,Gaels,ncaaf,team://ncaa_football/iona_gaels,/ncaa_football/iona_gaels
Iowa Hawkeyes,Iowa,Hawkeyes,ncaaf,team://ncaa_football/iowa_hawkeyes,/ncaa_football/iowa_hawkeyes
Iowa St Cyclones,Iowa St,Cyclones,ncaaf,team://ncaa_football/iowa_st_cyclones,/ncaa_football/iowa_st_cyclones
Iowa Wesleyan Tigers,Iowa Wesleyan,Tigers,ncaaf,team://ncaa_football/iowa_wesleyan_tigers,/ncaa_football/iowa_wesleyan_tigers
Ithaca College Bombers,Ithaca College,Bombers,ncaaf,team://ncaa_football/ithaca_college_bombers,/ncaa_football/ithaca_college_bombers
Jackson St Tigers,Jackson St,Tigers,ncaaf,team://ncaa_football/jackson_st_tigers,/ncaa_football/jackson_st_tigers
Jacksonville Dolphins,Jacksonville,Dolphins,ncaaf,team://ncaa_football/jacksonville_dolphins,/ncaa_football/jacksonville_dolphins
Jacksonville St Gamecocks,Jacksonville St,Gamecocks,ncaaf,team://ncaa_football/jacksonville_st_gamecocks,/ncaa_football/jacksonville_st_gamecocks
James Madison University Dukes,James Madison University,Dukes,ncaaf,team://ncaa_football/james_madison_university_dukes,/ncaa_football/james_madison_university_dukes
